,Place,Size,Price
387,"Diani Beach Road, Diani, Msambweni",920.0,0
389,"Rimpa Road, Ongata Rongai, Kajiado North",506.0, 2800000
392,"Olive Inn Estate, Kiamunyi, Rongai",500.0, 6200000
393,"Madison Lane, Nanyuki, Laikipia East",30000.0, 350000
396,"vipingo, Kilifi North",4047.0, 6500000
399,"Ruiru Kamiti Road, Ruiru, Ruiru",97128.0, 45000000
400,"Rironi, Limuru",1000.0, 13500000
404,"Isinya, Kajiado North",1942.0, 336000000
407,"Nanyuki, Laikipia East",450.0, 350000
409,"Mlolongo, Athi River",430.0, 1300000
415,"Kikuyu Town, Kikuyu",1000.0, 10000000
420,"Industrial Area, Embakasi",4047.0, 200000000
421,"Malindi Town, Malindi",506.0, 1750000
423,"Jacaranda Avenue, Lavington, Dagoretti North",4047.0, 190000000
426,"Fundisa Kibaoni, Malindi Town, Malindi",76893.0, 1800000
427,"Nanyuki, Laikipia East",404686.0, 35000000
431,"Inkiwanchani, Inkiwanchani, the rest of Kajiado Central, Kajiado Central",48564.0, 18000000
433,"Westlands Area, Westlands",6475.0, 450000000
434,"Malindi Town, Malindi",5000.0, 3000000
438,"Kikuyu Town, Kikuyu",500.0, 2700000
440,"Jamii Bora, Bank, Kitengela, Kajiado North",450.0, 3500000
441,"Syokimau, Athi River",1000.0, 7300000
445,"Ngong - Olkeri, Ngong, Kajiado North",4047.0, 15000000
449,"Kyuna, Westlands",3035.0, 150000000
450,"Ruiru, Ruiru",50000.0, 630000
451,"Kikambala, Kilifi South",16188.0, 6500000
452,"Mavoko, Mavoko, Mavoko",190209.0, 50000000
453,"Thigiri Lane, Thigiri, Westlands",4047.0, 120000000
456,"Matasia Area, Ngong, Kajiado North",500.0, 2000000
457,"Tom Mboya Street, Kitisuru, Westlands",2024.0, 60000000
458,"Namanga Road, Kisaju, Kajiado Central",40470.0, 100000000
459,"Hibiscus Road, Runda, Westlands",2024.0, 33000000
461,"Kitengela, Kajiado North",121410.0, 300000000
462,"Ruiru, Ruiru",239.0, 1000000
464,"Kitengela, Kajiado North",506.0, 2250000
465,"Isinya - Kiserian Rd, Isinya, Kajiado North",20235.0, 25000000
471,"Vipingo Beach, Marijani-Vipingo Beach, vipingo, Kilifi North",405.0, 1850000
472,"Ongata Rongai, Kajiado North",506.0, 3000000
474,"Kikuyu Town, Kikuyu",500.0, 5500000
475,"Kikuyu Town, Kikuyu",500.0, 4600000
478,"Kikuyu Town, Kikuyu",500.0, 1650000
479,"1, Karen Plains, Karen, Langata",16187.0, 200000000
481,"Kikuyu Town, Kikuyu",1000.0, 11500000
483,"Kitengela, Kajiado North",1011.0, 2000000
485,"Upper Hill, Langata",5221.0, 750000000
486,"Kabete Area, Kabete",500.0, 5000000
488,"Karen, Langata",2000.0, 28000000
490,"Karen, Langata",8094.0, 58000000
491,"Kahawa Sukari, Roysambu",40468.0, 220000005
495,"Ha Thiru, Gikambura, Kikuyu",500.0, 2500000
496,"Karen, Langata",10117.0, 300000000
498,"Kyuna, Westlands",3966.0, 100000000
499,"Gikambura, Kikuyu",500.0, 700000
501,"Kitengela, Kajiado North",1012.0, 6000000
502,"Utawala, Embakasi",1214.0, 9500000
503,"Ngong, Kajiado North",2024.0, 32000000
506,"Ruaka Banana Road, Ruaka, Kiambaa",3035.0, 80000000
509,"Namanga, Kajiado South",12141.0, 600000
510,"Kwaheri Rd, Runda, Westlands",1012.0, 18000000
511,"lukenya, Athi River",20234.0, 6500000
515,"Ongata Rongai, Kajiado North",1000.0, 5500000
518,"Joska, Kangundo",450.0, 845000
519,"Waiyaki Way, Westlands",1000.0, 15000000
520,"Kiambaa Area, Kiambaa",0.0, 7500000
521,"Amboseli Road, Namanga, Kajiado South",1012.0, 600000
522,"Riu - breeze, Gikambura, Kikuyu",500.0, 3500000
523,"Rongai, Ongata Rongai, Kajiado North",354.0, 8000000
524,"Chalbi Road, Lavington, Dagoretti North",3237.0, 230000000
526,"Langata road, Langata Area, Langata",247.0, 11000000
532,"Joska, Kangundo",450.0, 600000
533,"Kikuyu Town, Kikuyu",500.0, 2300000
535,"Ngong, Kajiado North",1000.0, 5500000
541,"Gikambura, Kikuyu",500.0, 3500000
545,"Kilimani, Dagoretti North",4000.0, 350000000
546,"Ongata Rongai, Kajiado North",526.0, 2500000
548,"Miotoni, Karen, Langata",2024.0, 40000000
549,"Kiambu Road, Kiambu Road",3035.0,0
550,"Maimahiu Road , Longonot, Naivasha",12141.0, 9200000
554,"Kamangu, Gikambura, Kikuyu",500.0, 2300000
556,"Kikuyu Town, Kikuyu",500.0, 2400000
558,"Konza City Area, Malili, Mombasa Road, Mombasa Road",450.0, 600000
559,"Sunshine, Ndovoini, Joska, Kangundo",450.0, 400000
560,"One eighth ( 1/8) of an acre, Ongata Rongai - Rangau, Ongata Rongai, Kajiado North",500.0, 1000000
563,"Narok, Narok",36423.0, 60000000
566,"Thika Road, Thika Road",360.0, 14000000
568,"Syokimau, Athi River",500.0, 3000000
569,"Milimani Estate, Kitengela, Kajiado North",5000.0, 1000000
571,"Amboseli Road, Lavington, Lavington, Dagoretti North",2914.0, 125000000
573,"Muchai Drive, Ngong Road, Ngong Road",2023.0, 275000000
574,"Ngecha-Wangige, Wangige, Kabete",14165.0, 80000000
575,"Kinanie, Athi River Area, Athi River",450.0, 1400000
578,"Mombasa-Kilifi Highway B8, Mnarani, Kilifi North",24242.0, 160000000
580,"Land, Riverside, Riverside, Westlands",2914.0, 199000000
582,"Ngong, Kajiado North",5000000.0, 1800000
587,"Bogani, Bogani, Karen, Langata",18212.0, 35000000
588,"Kikuyu Town, Kikuyu",1000.0, 3500000
589,"Mombasa Road, Mombasa Road",20235.0, 175000000
590,"Joska, Kangundo",450.0, 1095000
592,"Longonot, Naivasha",2023.0, 3000000
595,"Meru - Timau Road, the rest of Meru, the rest of Meru",121410.0, 42000000
596,"Bamburi, Kisauni",4452.0, 40000000
597,"Gikambura, Kikuyu",500.0, 3400000
601,"Athi River Area, Athi River",60705.0, 28000000
603,"Ruiru, Ruiru",500.0, 1595000
607,"Syokimau, Athi River",20235.0, 36000000
610,"Kamakis, Ruiru, Ruiru",8094.0, 80000000
612,"Kikambala, Kilifi South",2024.0, 12000000
613,"Katani Road, Utawala, Embakasi",486.0, 1900000
614,"Ngara, Ngara, Ngara, Starehe",348.0, 49000000
615,"Thigiri, Westlands",4047.0, 110000000
616,"Kisumu Central Area, Kisumu Central",2428.0, 12000000
617,"Westlands, Rhapta Road, Westlands",2064.0, 199000000
618,"Karen, Langata",2023.0, 35000000
619,"Thika Greens, Thika Road, Thika Road",1012.0, 9500000
620,"Ruaka Road, Runda, Westlands",5221.0, 125000000
621,"Siaya, Siaya",1619.0, 35000000
622,"Diani Chale road, Diani, Msambweni",450.0, 750000
623,"Waiyaki Way, Westlands",500.0, 4500000
626,"Malindi Town, Malindi",5000.0, 3000000
627,"Kikuyu Town, Kikuyu",500.0, 1600000
631,"Runda , Runda Grove, Runda, Westlands",4047.0, 110000000
637,"Mlolongo, Athi River",20235.0, 60000000
641,"Kisaju, Kajiado Central",4047.0, 800000
642,"Karen, Langata",2023.0, 31000000
644,"Kajiado Town, Kajiado Central",4047.0, 650000
645,"Kinanie, Athi River Area, Athi River",50000.0, 450000
647,"Valley Arcade, Dagoretti North",4047.0, 400000000
648,"Kikuyu Town, Kikuyu",500.0, 2300000
649,"Thogoto-Mutarakwa Road, Plainsview, Gikambura, Kikuyu",500.0, 3500000
650,"Kikuyu Town, Kikuyu",700.0, 4200000
653,"Kinoo, Kabete",500.0, 9000000
654,"Sabaki, Mlolongo, Athi River",450.0, 3250000
658,"Vipingo Beach, Marijani Vipingo Beach, vipingo, Kilifi North",450.0, 1950000
659,"Ruaka - Banana Rd, Ruaka, Kiambaa",420.0, 4000000
660,"Riara Ridge, Limuru Area, Limuru",141645.0, 350000000
661,"Fedha, Embakasi",8094.0, 25000000
663,"Ngong, Kajiado North",500.0, 2500000
665,"Uplands, Nyambari, Limuru Area, Limuru",500.0, 750000
666,"Kikuyu Town, Kikuyu",500.0, 2300000
669,"vipingo, Kilifi North",202350.0, 12000000
670,"Kantafu - Kangundo Road, Koma Rock, Kangundo",506.0, 1200000
672,"Kiratina, Ruiru, Ruiru",420.0, 1250000
674,"Kikuyu Town, Kikuyu",1000.0, 4500000
675,"Kitengela, Kajiado North",506.0, 2000000
676,"Kikuyu Town, Kikuyu",500.0, 2400000
677,"Rosslyn Lone Tree, Rosslyn, Westlands",2023.0, 53000000
679,"Ngong – Kibiko, Ngong, Kajiado North",486.0, 2200000
684,"Diani, Diani, Msambweni",400.0, 1050000
685,"Kiserian, Kajiado North",400.0,0
686,"General Mathenge, Westlands",1.0, 500000000
687,"Muthaiga North, North Muthaiga, Muthaiga",1821.0, 45000000
689,"Old Namanga Road, Kitengela, Kajiado North",32374.0, 64000000
693,"Kiu Kenda Estate, Kiambu Town, Kiambu Town",2023.0, 12000000
694,"ruiru, Ruiru, Ruiru",500.0, 4500000
695,"Eldoret North, Eldoret North",4047.0, 40000000
698,"Maiyan, Maiyan, Nanyuki, Laikipia East",1011.0, 5000000
699,"Karen, Langata",26306.0, 400000000
700,"Kitengela, Kajiado North",465.0, 1600000
702,"Kiambu, Ting'ang'a, Kiambaa",500.0, 5500000
704,"Migumoini, Gikambura, Kikuyu",500.0, 2300000
706,"Kitengela, Kajiado North",3238.0, 10500000
709,"Kiamumbi, Kamiti, Kiambaa",1012.0, 12000000
710,"Eldoret North, Eldoret North",4047.0, 18000000
711,"Eastern Bypass Rd, Embakasi Estate, Embakasi",18212.0, 202500000
712,"Ongata Rongai, Kajiado North",2000.0, 12000000
714,"Kinanda Road, Kitisuru, Westlands",4047.0, 100000000
717,"Msambweni, Diani, Msambweni",18212.0, 67500000
720,"Gikambura, Kikuyu",500.0, 4500000
723,"Kikuyu Town, Kikuyu",874.0, 3650000
724,"Kisumu Central Area, Kisumu Central",1348.0, 15000000
727,"Kikuyu Town, Kikuyu",500.0, 5500000
728,"Kikuyu Town, Kikuyu",4000.0, 16000000
729,"Runda, Runda, Westlands",2024.0, 23500000
730,"Katani, Athi River",1200.0, 550000
731,"lukenya, Athi River",2024.0, 10000000
733,"Ruiru, Murera, Mugutha, Ruiru, Ruiru",1012.0, 7000000
734,"Kikuyu Town, Kikuyu",500.0, 2400000
736,"Mountain View, Westlands",1012.0, 40000000
737,"Kilimani, Dagoretti North",2000.0, 190000000
740,"Day Star, Athi River",42492.0, 367500000
744,"Kikuyu Town, Kikuyu",500.0, 4500000
745,"Rimpa, Rimpa, Ongata Rongai, Kajiado North",100.0, 5500000
746,"Kilimani, Dagoretti North",3035.0, 280000000
748,"Syokimau, Athi River",50.0, 700000
750,"Karambani, Limuru",4047.0, 40000000
751,"Waiyaki Way, Westlands",1012.0, 15000000
752,"Mwea, Mwea",5000.0, 600000
753,"Isinya, Kajiado North",506.0, 1500000
757,"Murera, Ruiru, Ruiru",450.0, 2200000
762,"Kitengela, Kajiado North",506.0, 1500000
763,"Off Musa Gitau, Lavington, Dagoretti North",3278.0, 110000000
766,"Kileleshwa, Dagoretti North",4047.0, 300000000
772,"Musa Gitau, Gikambura, Kikuyu",2000.0, 12500000
773,"Kimalat, Kitengela, Kajiado North",4047.0, 1500000
774,"Lavington, Dagoretti North",2833.0, 150000000
778,"Gilgil, Gilgil",500.0, 250000
779,"Kilimani, Dagoretti North",1093.0, 140000000
783,"Solai, Bahati, the rest of Rongai, Rongai",500.0, 200000
784,"Acacia road, Kitengela, Kajiado North",506.0, 650000
786,"Mayungu, Malindi Town, Malindi",8094.0, 7000000
788,"Nanyuki, Laikipia East",19425.0, 14400000
790,"Ruiru, Ruiru",508.0, 7500000
791,"Langata Area, Langata",251.0, 8500000
792,"Kikuyu Town, Kikuyu",500.0, 19500000
794,"Kitengela, Kajiado North",20235.0, 60000000
795,"Ruiru, Ruiru",250.0, 1200000
797,"Runda, Westlands",2023.0, 42000000
798,"Eldoret South, Eldoret South",1012.0, 612000
799,"Off Kiambu Road, Ridgeways, Ridgeways",1740.0, 75000000
800,"Diani, Diani, Msambweni",4047.0, 10000000
801,"Kikuyu Town, Kikuyu",500.0, 2650000
802,"Kikuyu Town, Kikuyu",250.0, 3000000
803,"Lavington, Dagoretti North",1012.0, 28000000
805,"Serena Road, Shanzu, Kisauni",1012.0, 9000000
808,"Ruiru, Ruiru, Ruiru",1011.0, 15800000
810,"Ngong Road, Kilimani, Dagoretti North",8013.0, 793000000
811,"Joska, Kangundo",450.0, 610000
814,"Industrial Area, Embakasi",10359.0, 100000000
815,"Rironi, Limuru",1000.0, 13500000
816,"Gikambura, Kikuyu",2000.0, 9000000
821,"Karen, Karen, Langata",2023.0, 35000000
822,"the rest of Naivasha, Naivasha",20235.0, 4100000
823,"2, Kitsuru Road, Spring Valley, Westlands",64752.0, 100000000
824,"Red Hill, Red Hill, Red Hill",12141.0, 150000000
826,"Mombasa Island, Old Town, Mombasa CBD, Mombasa CBD",1012.0, 18000000
828,"Kisumu Central Area, Kisumu Central",2792.0,0
830,"Masai Mara, Narok, Narok",424935.0, 210000000
831,"General Mathenge, Westlands",1011.0, 120000000
832,"Nanyuki, Laikipia East",21044.0, 75000000
834,"Ngong, Kajiado North",1000.0, 6000000
837,"Mukoma Road, Karen, Langata",77298.0, 859500000
844,"Migumoini, Kikuyu Town, Kikuyu",500.0, 1950000
845,"Old Muthaiga, Muthaiga",4000.0, 195000000
848,"Karen, Langata",11332.0, 300000000
850,"Ol Keri, Ngong, Kajiado North",2000.0, 8800000
851,"Ruiru, Ruiru",240.0, 800000
853,"Ruiru, Ruiru",400.0, 1050000
854,"Tuala, Ongata Rongai, Kajiado North",1012.0, 2500000
856,"Karen Plains Road, Karen, Langata",2024.0, 28000000
862,"Watamu, Kilifi North",13355.0, 35000000
864,"Kikuyu Town, Kikuyu",1000.0, 9500000
865,"Kilimani, Dagoretti North",3200.0, 250000000
868,"Kinanda Road, Kitisuru, Westlands",2024.0, 45000000
870,"Korompoi, Kitengela , Kitengela, Kajiado North",1012.0, 3000000
875,"Chambers Road, Ngara, Starehe",1336.0, 130000000
876,"Malindi Town, Malindi",500.0, 1450000
880,"Kikuyu Town, Kikuyu",1000.0, 8500000
881,"Gikambura, Kikuyu",500.0, 2500000
885,"AIRSTRIP, Nanyuki, Laikipia East",420.0, 375000
886,"mushrooms, Kiambu Road, Kiambu Road",2000.0, 23000000
888,"MALILI, KONZA, Machakos Town, Machakos Town",28329.0, 3000000
889,"Kiambu Road, Kiambu Road",2024.0, 25000000
891,"Mwea, Mwea",5000.0, 600000
893,"Kikuyu Town, Kikuyu",1000.0, 14000000
894,"Industrial Area, Embakasi",12141.0, 120000000
895,"Notre Dame Link Road, Syokimau, Athi River",1012.0, 8000000
896,"Karen, Langata",4047.0, 47000000
898,"Kitengela, Kitengela, Kajiado North",882246.0, 436000000
899,"Kabarnet Road, Ngong Road, Ngong Road",1012.0, 160000000
901,"Rhapta Road, Rhapta Road, Westlands",7689.0, 580000000
902,"Joska, Kangundo",450.0, 745000
903,"Githunguri, Githunguri",89034.0, 308000000
904,"Malindi Town, Malindi",506.0, 500000
905,"Juja, Kiambu Constituency",80940.0, 360000000
906,"Kamulu, Kangundo",450.0, 1300000
907,"Nazareth Riara Road, Tigoni, Limuru",2023.0, 10000000
912,"Changamwe, Changamwe",39256.0, 785000000
915,"Runda, Westlands",4856.0, 120000000
916,"Ongata Rongai, Kajiado North",500.0, 4000000
917,"Nkoroi, Ongata Rongai, Kajiado North",447.0, 3500000
920,"Syokimau, Athi River",1000.0, 3200000
921,"Gikambura, Kikuyu",500.0, 2200000
923,"Imara Daima, Embakasi",506.0, 20000000
925,"Ruai, Kasarani",4047.0, 25000000
926,"Utawala, Embakasi",32376.0, 16000000
927,"Kileleshwa, Dagoretti North",2000.0, 140000000
931,"Kitengela, Kajiado North",1012.0, 9000000
932,"Nanyuki, Nanyuki, Laikipia East",3238.0, 250000
933,"Kilimani, Dagoretti North",1618.0, 110000000
934,"Utawala, Embakasi",297.0, 2000000
936,"Kerarapon Drive, Ngong, Kajiado North",1000.0, 9500000
937,"Nanyuki, Laikipia East",84987.0, 31500000
938,"Thigiri, Westlands",5058.0, 250000000
942,"Kinoo, Waiyaki way, Kinoo, Kabete",100.0, 15000000
944,"Ruiru, Ruiru",450.0, 2395000
946,"Malindi Town, Malindi",4046.0, 150000
947,"Kitengela, Kajiado North",44515.0, 38500000
948,"Lower Plains Road, Karen, Langata",3497.0, 48000000
951,"Kilimani, Dagoretti North",1578.0, 85000000
952,"Ngong, Kajiado North",1012.0, 5500000
954,"Kisumu Central Area, Kisumu Central",6071.0, 5000000
955,"Ruiru, Ruiru",1012.0, 5500000
956,"Ruiru, Ruiru",18211.0, 270000000
958,"Nanyuki, Laikipia East",450.0, 350000
967,"Vipingo Beach, Marijani Vipingo Beach, vipingo, Kilifi North",1270.0, 5500000
970,"Moi South Lake Road, Longonot, Naivasha",4047.0, 12500000
971,"Red Hill, Limuru Area, Limuru",10117.0, 80000000
972,"Ngong, Kajiado North",500.0, 2000000
974,"Syokimau, Athi River",506.0, 4000000
976,"Kitisuru, Westlands",1012.0, 17000000
977,"Shanzu, Kisauni",1012.0, 15000000
979,"Ruiru, Ruiru",500.0, 2595000
981,"Thika, Thika",4047.0, 25000000
982,"Ruiru, Ruiru",240.0, 1200000
990,"Kabaserian Avenue, Lavington, Dagoretti North",2671.0, 125000000
992,"Crescent Road, Parklands, Westlands",1.0, 220000000
994,"Bofa, Bofa",8094.0, 18000000
995,"Runda, Westlands",2023.0, 36000000
996,"Kikuyu Town, Kikuyu",1000.0, 4400000
997,"Maasai Lodge Road, Maasai Lodge Road, Ongata Rongai, Kajiado North",10000.0, 15000000
999,"Kamakis, Ruiru, Ruiru",2023.0, 30000000
1001,"Thika Road, Thika Road",28329.0, 150000000
1008,"Ongata Rongai, Kajiado North",500.0, 3500000
1009,"Marua-Nanyuki Road, Kieni, Kieni",8093.0, 2000000
1011,"Ngong, Kajiado North",500.0, 2700000
1012,"Ngong, Kajiado North",1000.0, 15000000
1014,"lukenya, Athi River",465.0, 470000
1016,"the rest of Kajiado Central, Kajiado Central",500.0, 560000
1017,"Near Karen Hospital, Karen, Langata",4047.0, 55000000
1018,"Karen, Karen, Langata",4047.0, 60000000
1019,"Kikuyu Town, Kikuyu",500.0, 2400000
1022,"Ngong, Kajiado North",2024.0, 7500000
1023,"Kirawa Road, New Kitusuru, Westlands",40470.0, 85000000
1026,"Kangungo Rd - Kipawa Area, Utawala, Embakasi",506.0, 2000000
1027,"Syokimau, Athi River",450.0, 2400000
1029,"Ruiru, Ruiru",1012.0, 13500000
1031,"Kitengela, Kajiado North",50.0, 500000
1033,"Kiganjo Rd -Kimbo , Ruiru, Ruiru",1012.0, 7000000
1036,"Mvuli Road, Westlands Area, Westlands",3157.0, 320000000
1039,"Mai Mahiu, Naivasha",500.0, 650000
1041,"Lavington, Dagoretti North",3238.0, 160000000
1042,"lukenya, Athi River",450.0, 450000
1048,"Kikuyu Town, Kikuyu",500.0, 5500000
1049,"Lavington, Dagoretti North",4047.0, 180000000
1050,"Ongata Rongai, Kajiado North",53.0, 2000000
1052,"Tala Road, Runda, Nairobi, Runda, Westlands",3035.0, 70000000
1053,"lukenya, Athi River",400.0, 450000
1054,"Limuru girls road, Tigoni, Limuru",32374.0, 104000000
1056,"Kikuyu Town, Kikuyu",1000.0, 5800000
1057,"Nyali Area, Nyali",506.0, 15000000
1058,"mtwapa, Mtwapa, Kilifi South",2023.0, 8500000
1060,"Ngong, Kajiado North",1012.0, 10000000
1066,"Ruiru, Ruiru",372.0, 3000000
1068,"Kikuyu Town, Kikuyu",500.0, 1700000
1070,"lukenya, Athi River",400.0, 470000
1072,"Eldoret North, Eldoret North",101171.0, 10000000
1073,"Runda, Runda, Westlands",2024.0, 62000000
1078,"Kitengela, Kajiado North",1012.0, 3200000
1080,"0900, Kikuyu , Gikambura, Kikuyu",500.0, 2400000
1081,"Karen, Langata",8094.0, 65000000
1083,"Ololua Ridge, Karen, Langata",20235.0, 350000000
1087,"Ha. Thiru, Gikambura, Kikuyu",500.0, 2800000
1088,"1, Off Mandera Road, Kileleshwa, Dagoretti North",4046.0, 300000000
1089,"Muthaiga North, North Muthaiga, Muthaiga",2024.0, 50000000
1090,"Loresho, Westlands",8000.0, 180000000
1092,"Nairobi/ Mombasa Highway, Athi River Area, Athi River",8256.0, 30000000
1093,"Kiserian, Kajiado North",16188.0, 14000000
1094,"Isinya, Kajiado North",506.0, 450000
1095,"Westlands Area, Westlands",6475.0,0
1096,"Kamakis, Along The Eastern Bypass, Ruiru, Ruiru",4500.0, 7500000
1097,"Red Hill, Red Hill",93081.0, 690000000
1098,"Gitanga Road, Kawangware, Dagoretti North",9.0, 27000000
1100,"Nairobi Ndogo, Gikambura, Kikuyu",500.0, 4400000
1102,"Argwings Kodhek Road, Kilimani, Dagoretti North",16188.0, 1720000000
1103,"Gikambura, Kikuyu",500.0, 3500000
1104,"Kikuyu Town, Kikuyu",4047.0, 20000000
1107,"Kitengela, Kajiado North",1012.0, 8000000
1109,"Kikuyu Town, Kikuyu",4000.0, 20000000
1112,"Limuru Area, Limuru",6000.0, 28000000
1113,"Lavington, Dagoretti North",3200.0, 250000000
1115,"Mombasa Road, Mombasa Road",506.0, 6800000
1116,"Karen, Langata",2023.0, 29500000
1119,"Lamu Road, Malindi Town, Malindi",500.0, 3000000
1120,"Mombasa road, the rest of Machakos, the rest of Machakos",505.0, 2000000
1123,"Athi River Area, Athi River",400.0, 450000
1125,"Kikuyu Town, Kikuyu",500.0, 3400000
1126,"Riabai Road, Riabai Road, Kiambu Town, Kiambu Town",297.0, 1600000
1128,"Kisumu Central Area, Kisumu Central",1012.0, 12000000
1129,"Ring Road, Westlands Area, Westlands",4047.0, 450000000
1130,"Enonkishu Conservancy, Narok, Narok",20235.0, 25000000
1131,"Isinya, Isinya, Isinya, Kajiado North",464.0, 800000
1137,"Ongata Rongai, Kajiado North",505.0, 3000000
1138,"Ngong Road, Kilimani, Dagoretti North",4775.0, 411000000
1140,"Mwea, Mwea",465.0, 350000
1142,"Ruaka, Kiambaa",5059.0, 180000000
1144,"Ngong, Kajiado North",1012.0, 15000000
1148,"karen dagoretti road, Karen, Langata",2025.0, 30000000
1149,"Juja, Kiambu Constituency",465.0, 11000000
1152,"Ongata Rongai, Kajiado North",500.0, 1000000
1153,"Karen, Langata",4047.0, 70000000
1154,"Kenyatta road, Ruiru, Ruiru",1000.0, 10300000
1155,"Limuru Area, Limuru",4000.0, 14500000
1157,"Kitengela, Kitengela, Kajiado North",157833.0, 84000000
1158,"Karen, Langata",251.0, 8500000
1159,"Namanga Road, Kitengela, Kajiado North",505.0, 32000000
1160,"Limuru Area, Limuru",18616.0, 280000000
1161,"Diani, Msambweni",450.0, 1050000
1162,"Gikambura, Kikuyu",500.0, 4500000
1163,"Near Willmary Estate, Garden Estate, Roysambu",7689.0, 350000000
1165,"BROOKSIDE DRIVE, Brookside, Westlands",1012.0, 110000000
1168,"Nanyuki, Laikipia East",4200.0, 350000
1169,"Milimani Area, Kitengela, Kajiado North",1011.0, 3500000
1171,"Kiambu Town, Kiambu Town",899.0, 1500000
1173,"Kitengela, Kajiado North",1012.0, 2000000
1174,"Shanzu Beach Rd, Shanzu, Kisauni",9308.0, 85000000
1175,"Convent Drive , Lavington, Dagoretti North",4047.0, 175000000
1176,"Membley, Ruiru, Ruiru",1012.0, 7000000
1178,"Kikuyu Town, Kikuyu",500.0, 1850000
1181,"Ngong, Kajiado North",500.0, 1800000
1182,"Mumwe Drive, Runda, Westlands",2024.0, 29000000
1183,"Paradise Lost Road, Kiambu Road, Kiambu Road",1140.0, 18500000
1185,"Kileleshwa, Dagoretti North",2024.0, 250000000
1186,"Shanzu, Kisauni",8094.0, 95000000
1188,"Kikuyu Town, Kikuyu",500.0, 3700000
1189,"Rwamburi Rd, Ndeiya, Limuru",420.0, 700000
1190,"Eastern Bypass, Ruiru, Ruiru",340.0, 7000000
1192,"Kikuyu Town, Kikuyu",500.0, 1950000
1193,"Mukima , Nanyuki, Laikipia East",141645.0, 45000000
1194,"Nairobi Ndogo, Gikambura, Kikuyu",1000.0, 9500000
1195,"Gitaru, Kikuyu Town, Kikuyu",500.0, 4700000
1196,"Karuguru, Ruiru, Ruiru",1.0, 3450000
1200,"Kisaju, Kajiado Central",506.0, 1500000
1201,"Thika, Thika",50587.0, 275000000
1202,"Kikuyu Town, Kikuyu",700.0, 9500000
1203,"Convent Drive , Lavington, Dagoretti North",1.0, 175000000
1204,"Wangige, Kabete",1000.0, 17000000
1206,"Kikuyu Town, Kikuyu",500.0, 2700000
1207,"Mlolongo, Athi River",29137.0, 120000000
1210,"Garden Estate, Garden Estate, Roysambu",2024.0, 32000000
1211,"Eldama Ravine Road, Westlands Area, Westlands",2509.0, 250000000
1213,"Gikambura, Kikuyu",500.0, 4000000
1215,"Koma Hill, Koma Rock, Kangundo",450.0, 600000
1216,"Malindi Road, Mtwapa, Kilifi South",506.0, 2500000
1222,"Katani, Athi River",1000.0, 3200000
1225,"Ondire, Kikuyu Town, Kikuyu",1000.0, 4400000
1226,"1 Acre pieces, Karen , Karen, Langata",4047.0, 50000000
1228,"Casuarina, Malindi Town, Malindi",500.0, 2900000
1229,"Matumbato Road, Upper Hill, Langata",4047.0, 500000000
1231,"lukenya, Athi River",202350.0, 200000000
1233,"Syokimau, Athi River",1011.0, 7500000
1234,"Gacharage, Ruaka, Kiambaa",450.0, 17000000
1238,"Migori, migori",3000.0, 2000000
1239,"Ruiru, Ruiru",1012.0, 19500000
1251,"Gitanga Road Valley Arcade, Lavington, Dagoretti North",4047.0, 400000000
1253,"Convent Drive, Lavington, Dagoretti North",1.0, 175000000
1255,"Convent Drive, Lavington, Dagoretti North",1.0, 175000000
1256,"Gitanga Road Lavington, Valley Arcade, Dagoretti North",1.0, 400000000
1257,"Apple Cross, Lavington, Dagoretti North",4856.0, 165000000
1258,"Gitanga Rd, Valley Arcade, Dagoretti North",4047.0, 400000000
1259,"Apple Cross, Lavington, Dagoretti North",4856.0, 165000000
1260,"Kunde Road , Lavington, Dagoretti North",2023.0, 125000000
1261,"Apple Cross Road Lavington, Lavington, Dagoretti North",1.0, 165000000
1262,"Riverside Drive, Riverside, Westlands",1.0, 235000000
1263,"Off Riara Road, Riara Road, Dagoretti North",1174.0, 67000000
1264,"Njumbi, Lavington, Dagoretti North",2023.0, 80000000
1265,"Gitanga Road Valley Arcade, Lavington, Dagoretti North",1.0, 400000000
1266,"Jacaranda, Lavington, Dagoretti North",4047.0, 170000000
1267,"Convent Drive, Lavington, Dagoretti North",3723.0, 175000000
1268,"Riara, Kilimani, Dagoretti North",1.0, 300000000
1275,"Kaptagat Grove, Loresho, Nairobi, Loresho, Westlands",1699.0, 55000000
1276,"Lower Kabete Road, Lower Kabete, Westlands",10926.0, 250000000
1279,"Brookside Drive, Westlands, Nairobi, Brookside, Westlands",2068.0, 195000000
1280,"Kigwa Ridge, Windsor Golf & Country Club, Nairobi, Windsor, Kiambu Constituency",43560.0, 100000000
1285,"Mwiki, Kasarani",345.0, 8500000
1286,"half acre, Thogoto, Kikuyu Town, Kikuyu",2024.0, 40000000
1296,"6, Ngong Road, Riruta, Dagoretti South",2023.0, 42000000
1304,"Ngata, Rongai",5000.0, 599000
1310,"Gitanga Road, Kilimani, Dagoretti North",3602.0, 270000000
1314,"Off Nairobi - Mombasa Highway, Athi River Area, Athi River",5000.0, 850000
1319,"Muthiga, Muthiga, Kikuyu Town, Kikuyu",100.0, 17000000
1324,"Ruiru Githunguri Road, Ruiru, Ruiru",890.0, 5500000
1328,"Bypass, Ruiru, Ruiru",1012.0, 2300000
