,Place,Size,Price
103,"Magadi Road, Ongata Rongai, Kajiado North",0.0, 60000000
105,"KANDARA ROAD, KANDARA, Thika, Thika",0.0, 5500000
110,"James gichuru, Gitanga road., Lavington, Dagoretti North",0.0, 260000000
126,"xx, kerarapon road, Karen, Langata",4047.0, 58000000
128,"Naivasha Town, Naivasha",951045.0, 587500000
138,"Epz Road, Mlolongo, Athi River",0.0, 7500000
153,"Rhino Park Road, Karen, Langata",4047.0, 61000000
154,"32860, Miotoni road, Karen, Langata",0.0, 45000000
159,"Riverside Drive, Riverside, Westlands",0.0,0
162,"Kikambala, Mtwapa, Kilifi South",80940.0, 300000000
172,"Kilimani, Dagoretti North",0.0, 400000000
177,"Machakos Town, Machakos Town",20235.0,0
181,"Lavington, Valley Arcade, Lavington, Dagoretti North",0.0, 145000000
184,"Ngong Road, Ngong Road",4047.0, 600000000
186,"Upperhill Road, Upper Hill, Langata",0.0, 230000000
188,"Old Muthaiga, Muthaiga",0.0, 105000000
197,"Ridgeways, Ridgeways",0.0, 35000000
203,"Othaya Road, Kileleshwa, Dagoretti North",0.0, 380000000
206,"Kitengela, Kajiado North",0.0, 12000000
208,"Argwings Kodhek, Argwings Kodhek Road, Kilimani, Dagoretti North",16188.0, 1600000000
214,"Naromoru, Nanyuki, Laikipia East",84987.0, 35700000
215,"Juja, Kiambu Constituency",89034.0, 660000000
223,"Beach, 2nd Row, Kikambala, Kilifi South",0.0, 2500000
231,"Karen, Langata",4047.0, 65000000
232,"Isinya, Kajiado North",40470.0, 80000000
249,"Banana-Raini Road, Tigoni, Limuru",0.0, 9500000
251,"Moyne Drive, Nyali Area, Nyali",4047.0, 110000000
261,"Kyuna Rise, Kyuna, Westlands",0.0,0
264,"Crescent road, Parklands, Westlands",0.0, 250000000
267,"Kanamai, Kilifi, Kilifi North",4047.0, 17000000
279,"Waiyaki way, 87, Uthiru/Ruthimitu, Dagoretti South",4047.0, 42000000
286,"Karisheni road, Nyeri Town, Nyeri Town",323760.0, 2000000
295,"Golini, the rest of Kwale, the rest of Kwale",4047.0, 3000000
298,"Nanyuki, Laikipia East",538251.0, 133000000
299,"Nyari, Westlands",36423.0, 900000000
302,"Jumba ruins, 3rd row from beach, Mtwapa, Kilifi South",0.0, 1500000
312,"Namanga Road, Namanga, Kajiado South",619191.0, 229500000
333,"Malewa Bay Estate, Moi North Lake Road, Naivasha East, Naivasha",4047.0, 10000000
338,"Marula Lane, Karen, Langata",0.0, 32500000
339,"Karen, Langata",4047.0, 43500000
340,"lukenya, Athi River",736554.0,0
341,"Off Namanga Road, Kitengela, Kajiado North",0.0, 2400000
350,"Enka Villa, Kitengela, Kajiado North",0.0, 300000
376,"Kitengela, Kajiado North",121410.0, 420000000
382,"Runda, Westlands",0.0, 40000000
388,"nachu, Ndeiya, Limuru",20235.0, 3200000
394,"Runda, Westlands",0.0, 35000000
403,"Syokimau, Athi River",60705.0, 600000000
405,"Othaya Road, Kaputei Gardens, Lavington, Dagoretti North",0.0, 150000000
406,"Katani, Katani, Athi River",0.0, 5000000
408,"Karen, Langata",4047.0, 60000000
411,"Garden Estate, Roysambu",0.0, 38000000
416,"muthaara, Thika, Thika",202754700.0, 330000
418,"Nanyuki, Laikipia East",0.0, 319000
419,"Thika Greens, Thika, Thika",4047000.0, 5500000
430,"Hatheru Road, Lavington, Dagoretti North",4047.0, 300000000
436,"14th drive, Kerarapon drive, Ngong, Kajiado North",0.0, 20000000
446,"Joska, Kangundo",56658.0, 23800000
448,"Ngong, Ngong, Kajiado North",4047.0, 16000000
466,"Muhuri Road, Kinoo, Kabete",0.0, 49500000
467,"1, Next to Olpejeta Conservancy, Nanyuki, Laikipia East",0.0, 250000
469,"Tigoni, Limuru",0.0, 9500000
470,"Safari Park, Mirema Road, Nairobi Central, Starehe",0.0, 45000000
476,"Mtangani, Ganda, Malindi",4047.0, 6000000
477,"Riverside, Riverside Drive, Riverside, Westlands",0.0, 230000000
480,"Links Road, Mombasa, Nyali Area, Nyali",20235.0, 950000000
482,"12 km from Namanga highway, Kitengela, Kajiado North",0.0, 449999
494,"Riverside, Westlands",0.0, 230000000
497,"King'ero Riverside, Wangige, Kabete",0.0, 9500000
504,"Ngong road, Lavington, Dagoretti North",0.0, 200000000
505,"Kinungi, the rest of Naivasha, Naivasha",0.0, 350000
508,"Emali, Mombasa Road, Mombasa Road",113316.0, 1200000
513,"Near Karuguru Primary, Kamakis Corner, Ruiru, Ruiru",0.0, 3500000
527,"Nyali, Nyali Area, Nyali",20235.0, 825000000
528,"Brookside, Westlands",4047.0, 400000000
529,"Karen, Langata",12141.0, 325000000
531,"Kumpa, the rest of Kajiado South, Kajiado South",40470.0, 12000000
536,"xx, Karen, Langata",0.0, 30000000
540,"Nanyuki-Timau road, Nanyuki, Laikipia East",36423.0, 27000000
542,"Nairobi, General Mathenge, General Mathenge, Westlands",0.0, 340000000
544,"Loresho, Westlands",0.0, 41000000
547,"Diani Beach Road, Diani, Msambweni",263055.0,0
553,"Kerarapon Road Mwitu Drive, Mwitu, Karen, Langata",32376.0, 480000000
555,"VI-Karaba Road, Embu East, Embu East",4047.0, 1600000
557,"Nyali Area, Nyali",12141.0, 300000000
561,"Nanyuki, Laikipia East",485640.0, 120000000
565,"Syokimau Katani road, Syokimau, Athi River",202350.0, 645000000
567,"Kikambala, Kilifi South",4047.0, 25000000
570,"New Malindi road, Mombasa CBD, Mombasa CBD",16188.0, 148000000
576,"Mogotio Road, Westlands, Westlands Area, Westlands",0.0, 190000000
577,"Nyari, Westlands",0.0, 90000000
583,"Kikuyu Nachu, Kikuyu Town, Kikuyu",20235.0, 20000000
591,"Tigoni, Limuru",8094.0, 22000000
593,"Tigoni, Limuru",8094.0, 26000000
604,"Athi River Area, Athi River",60705.0, 40500000
606,"Rimpa estate, Ngong, Kajiado North",0.0, 12000000
609,"Muthangari Gardens, Lavington, Dagoretti North",0.0, 150000000
611,"Karen, Langata",8094.0, 260000000
624,"Red Hill, Red Hill",8094.0, 67500000
628,"Thika East, Thika East",133551.0, 1320000000
630,"Malindi Town, Malindi",4047.0, 150000
632,"Spring Valley, Westlands",0.0, 120000000
635,"Kiambu, Ting'ang'a, Kiambaa",4047.0, 32000000
636,"Tigoni, Limuru",0.0, 9500000
643,"Kisaju, Kajiado Central",0.0, 2500000
667,"Beach Front ,Ukunda, Ukunda, Ukunda",0.0, 2000000
673,"Ruiru, Ruiru",0.0, 12000000
678,"Namanga, Kajiado South",121410.0, 35000000
681,"Ukunda, Ukunda",0.0, 2000000
682,"Ganda, Malindi",283290.0, 70000000
688,"Sillicon Valley, Ruiru, Ruiru",0.0, 2500000
690,"Riat Hills, Kisumu Central",0.0, 800000
691,"Muchatha, Kiambaa Area, Kiambaa",0.0, 6500000
703,"Kiambu Road, Kiambu Road",0.0, 75000000
705,"Konza, Machakos Town, Machakos Town",40470.0, 35000000
713,"Thika road, Ruiru, Ruiru",0.0, 11000000
725,"muranga county, gatanga muranga, Gatanga, Gatanga",404700.0, 1300000000
726,"Port Reitz Road, Mombasa CBD, Mombasa CBD",12141.0, 783470000
732,"Ruaka, Kiambaa",0.0, 6500000
742,"xx, Karen, Langata",4047.0, 49000000
747,"Touching Juja Road, Pangani, Pangani, Starehe",0.0, 80000000
749,"Upper Hill, Langata",0.0, 1000000000
754,"Rhino Park Road, Karen, Langata",4047.0, 75000000
755,"Muteero, Karen, Langata",4047.0, 55000000
756,"Behind kobil petrol station, Kisaju, Kajiado Central",4047.0, 7000000
758,"Galu Area, Diani, Msambweni",0.0, 750000
764,"vipingo, vipingo, Kilifi, Kilifi North",4047.0, 18000000
768,"A109, Mombasa Road, Mombasa Road, Mombasa Road",8094.0, 50000000
770,"Kariobangi south, Mutarakwa road, Embakasi West, Embakasi",0.0, 4000000
775,"Kisumu, Ogango kibos road, the rest of Kisumu, the rest of Kisumu",0.0, 4500000
776,"Off Ndorobo Road, Karen, Langata",4047.0, 50000000
787,"Karen, Langata",20235.0, 275000000
789,"Ndeiya, Limuru",20235.0, 3200000
804,"General Mathenge, Westlands",0.0, 239000000
809,"gikambura, gikambura, Gikambura, Kikuyu",0.0, 5500000
812,"Mutungoni Road, Athi River Area, Athi River",80940.0, 300000000
820,"Isinya, Kajiado North",32376.0, 20000000
827,"Mwalimu farm, Ruiru, Ruiru",0.0, 600000
836,"Membley, Ruiru, Ruiru",0.0, 16000000
839,"Naivasha Road, Riruta, Dagoretti South",0.0, 50000000
843,"Kileleshwa, Dagoretti North",0.0, 145000000
847,"James Gichuru, Lavington, Dagoretti North",0.0, 350000000
852,"Namanga road, Mlolongo, Athi River",331854.0, 6000000
855,"VI, Karaba road, Embu East, Embu East",0.0, 750000
857,"Karen, Langata",4047.0, 61000000
869,"Industrial Area, Embakasi",0.0, 40000000
878,"Isinya Pipeline Road, Isinya, Kajiado North",0.0, 29000000
882,"Green Valley Estate, Ruiru, Ruiru",0.0, 3000000
884,"Kisaju, Kisaju, Kajiado Central",28329.0, 30000000
887,"kikambala, Kikambala, Kilifi South",80940.0, 300000000
909,"Nyali Area, Nyali",8094.0, 300000000
910,"Magadi road, Karen, Langata",24282.0, 300000000
924,"Windy Ridge, Karen, Karen, Langata",0.0, 35000000
928,"Mariakani, Kaloleni, Kaloleni",44517.0, 88000000
930,"Ruaka, Kiambaa",0.0, 15000000
941,"Juja, Kiambu Constituency",0.0, 3500000
949,"Ol Joro Orok, Ol Joro Orok",8094.0, 3500000
950,"Lukenya, lukenya, Athi River",16188.0, 136000000
957,"Mwenda-Andu, Kinangop, Kinangop",8094.0, 6200000
959,"Thindigua, Thindigua",0.0, 65000000
963,"Naivasha Town, Naivasha",101175.0, 75000000
965,"Nyali Area, Nyali",20235.0, 170000000
975,"Joska, Kangundo",0.0, 400000
980,"Falcon rd, Industrial Area, Embakasi",4047.0, 120000000
983,"Lake Elementaita, Gilgil, Gilgil",40470.0, 55000000
986,"Green valley, Ruiru, Ruiru",0.0, 3500000
991,"Runda, Westlands",0.0, 22000000
998,"Lavington, Dagoretti North",0.0, 100000000
1004,"PI, KARABA, WAKALYIA, WANGO,RIAKANAU, Mwea, Mwea",4047.0, 850000
1010,"Sergoit lane, Nairobi, Old Muthaiga, Muthaiga",4047.0, 400000000
1025,"KIAMBU - LIMURU ROAD, Cianda, Kiambaa",40470.0, 12000000
1030,"Kitengela, Kajiado North",0.0, 3900000
1032,"0.5 Acre Plot, Loresho, Westlands",0.0, 38000000
1047,"Rironi, Rironi, Limuru",20235.0, 40000000
1051,"Argwings Kodhek, Hurlingham, Kilimani, Dagoretti North",0.0, 310000000
1055,"Saikeri, Ngong, Kajiado North",4047.0, 800000
1064,"the rest of Laikipia, the rest of Laikipia",48564000.0, 3000000000
1071,"Katani, Katani, Athi River",20235.0, 60000000
1075,"Kiroe Chunga Mali Rd, Rironi, Limuru",20235.0, 40000000
1076,"Kitengela, Mavoko, Mavoko",20235.0, 11000000
1079,"Convent Drive, Lavington, Dagoretti North",4047.0, 200000000
1099,"Wangige, Wangige, Kabete",0.0, 15000000
1105,"Tiwi, Ukunda, Ukunda",0.0, 2000000
1106,"Thika Greens, Thika, Thika",0.0, 3000000
1108,"Nanyuki, Laikipia East",40470.0, 14000000
1114,"Karen, Langata",101175.0, 1125000000
1118,"Lavington, Dagoretti North",0.0, 150000000
1133,"Syokimau Katani Road, Katani, Athi River",0.0, 4600000
1139,"Thika Gatura Road, Thika, Thika",392559.0, 873000000
1141,"Maanzoni, Maanzoni Lodge, Machakos Town, Machakos Town",4047.0, 7000000
1145,"Karen, Langata",4047.0, 55000000
1147,"Moi South Lake Road, Longonot, Naivasha",0.0, 9000000
1150,"Kamiti, Kiambaa",1630941.0, 6851000000
1167,"Kawangware, Dagoretti North",0.0, 30000000
1170,"Isinya, Kajiado North",0.0, 350000
1172,"Tigoni, Limuru",8094.0, 26000000
1177,"Mogotio Road, Parklands, Westlands",0.0, 190000000
1179,"Golden Pearl Estate, Thika, Thika",0.0, 5500000
1197,"Tatu City, Ruiru, Ruiru",0.0, 2200000
1227,"Thigiri, Westlands",4047.0,0
1230,"KURUWITU, MALINDI ROAD, vipingo, Kilifi North",0.0, 4000000
1240,"n/a, n/a, Juja, Kiambu Constituency",0.0, 3000000
1241,"Soy, Eldoret North, Eldoret North",32376.0, 75000000
1242,"near Daystar, Mombasa Road, Mombasa Road",4047.0, 20000000
1245,"Machakos- Kangundo- Nairobi Rd, Kangundo Road, Machakos Town, Machakos Town",12141.0, 9045000
1252,"Argwings Kodheck rd, Kilimani, Dagoretti North",16188.0, 1900000000
1272,"Peoponi road, Westlands, Westlands Area, Westlands",8094.0, 365000000
1274,"Ruiru, Ruiru",56658.0, 320000000
1278,"Amboseli, Ol Tukai, Kenya, Namanga, Kajiado South",242820.0, 40000000
1281,"Along Thika Superhighway, Thika, Thika, Thika",4047.0, 30000000
1282,"Juja Farms, Off Thika Road, Kiambu, Juja, Kiambu Constituency",24282.0, 30000000
1283,"General Mathenge Drive, Nairobi, General Mathenge, Westlands",4047.0, 350000000
1284,"Kiambu Road, Kiambu Road, Kiambu Road",0.0, 50000000
1305,"kamangu, kamangu, Gikambura, Kikuyu",0.0, 1500000
1306,"gikambura, gikambura, Gikambura, Kikuyu",0.0, 9500000
1307,"Jambo TV, Jambo TV, Gikambura, Kikuyu",0.0, 5900000
1309,"kamangu, kamangu, Gikambura, Kikuyu",0.0, 1800000
1311,"GITARU, MUTHURE, Kikuyu Town, Kikuyu",0.0, 5000000
1312,"gikambura, karie, Gikambura, Kikuyu",0.0, 3700000
1313,"JAMBO TV, JAMBO TV, Gikambura, Kikuyu",0.0, 5200000
1322,"Kikuyu Town, Kikuyu",4047.0, 25000000
1323,"Adisababa Road, Adisababa Road, Industrial Area, Embakasi",8094.0, 320000000
1325,"Mavueni, Kilifi, Kilifi North",8094.0, 3500000
1326,"Mt Kenya Rd, Nanyuki, Laikipia East",0.0, 15000000
1327,"Diani Beach road, Diani, Msambweni",8094.0, 112500000
1329,"East Church Road, Westlands Area, Westlands",4047.0, 300000000
1330,"Kilimani, Dagoretti North",16188.0, 1600000000
1331,"vipingo, Kilifi North",44517.0, 25000000
1333,"Limuru Road, Old Muthaiga, Muthaiga",4047.0, 190000000
1338,"Mt. Kenya, Nyali Area, Nyali",4047.0, 100000000
1346,"Mtepeni, Mtwapa, Kilifi South",8094.0, 5500000
1351,"Nairobi Kenya, Kangemi waiyaki way, Kangemi, Westlands",0.0, 20000000
1352,"Kangundo Road, Utawala, Embakasi",0.0, 7000000
1355,"Kileleshwa, Dagoretti North",0.0, 135000000
1357,"Lavington, Dagoretti North",0.0, 132000000
1359,"Shanzu, Kisauni",0.0, 20000000
1360,"Malindi Town, Malindi",4047.0, 12000000
1362,"Railways Road, Nanyuki, Laikipia East",0.0, 10000000
1378,"Murungaru Naivasha road, Kinangop, Kinangop",36423.0, 10800000
1384,"Kitengela, Kajiado North",886293.0, 394200000
1385,"Mariakani Weigh bridge, Mombasa Road, Mombasa Road",137598.0, 238000000
1387,"Bofa Beach, Kilifi, Kilifi North",8094.0, 60000000
1391,"Kileleshwa, Othaya Road, Kileleshwa, Dagoretti North",0.0, 140000000
1392,"Giraffe centre, Karen Hardy, Karen, Langata",20235.0, 275000000
1399,"Manguo Road, Limuru Area, Limuru",0.0, 13000000
1400,"Kiserian-Isinya, Kisaju, Kajiado Central",0.0, 850000
1406,"Nairobi-Nakuru Rd, Gilgil, Gilgil",8094.0, 15000000
1407,"Serena road, Shanzu, Kisauni",4047.0, 120000000
1412,"Mariakani, Mombasa Road, Mombasa Road",8094.0, 20000000
1413,"Mt. Kenya road, Nyali Area, Nyali",4047.0, 85000000
1414,"5, 5th Avenue, Nyali Area, Nyali",4047.0, 170000000
1415,"Behind Chandarana Supermarket, Ukunda, Ukunda",0.0, 5700000
1439,"Nyali Area, Nyali",4047.0, 170000000
1450,"Galu kinondo, Diani beach Road, Diani, Msambweni",0.0, 750000
2,"Ruiru Kamiti Road, Kamiti, Kiambaa",1222194.0, 3700000000
3,"Ruaka-Ndenderu road, Ruaka, Kiambaa",1012.0, 28000000
8,"Ruiru, Ruiru, Ruiru",5665800.0, 4000000
9,"Kamuyu Drive, Gikambura, Kikuyu",500.0, 2800000
10,"Gigiri, Westlands",2024.0, 75000000
11,"Mugutha , Ruiru, Ruiru",1214.0, 15000000
13,"Mutongoni Road, Athi River Area, Athi River",80940.0, 320000000
14,"Parklands, Westlands",2509.0, 220000000
17,"Kikuyu Town, Kikuyu",500.0, 3850000
19,"Karen, Langata",4047.0, 50000000
25,"Naromoru, Nanyuki, Laikipia East",500.0, 289000
28,"Parklands, Westlands",2023.0, 140000000
29,"Kikuyu Town, Kikuyu",1000.0, 6500000
30,"Waiyaki Way, Westlands",2000.0, 180000000
32,"Mtwapa, Kilifi South",24282.0, 5500000
33,"Malindi Town, Malindi",300.0, 995000
38,"Thika Road, Thika Road",2023.0, 31000000
39,"Nanyuki, Laikipia East",22662.0, 11200000
40,"Off Kabarserian Avenue, Lavington, Dagoretti North",2671.0, 120000000
41,"Namanga Road, Kisaju, Kajiado Central",101175.0, 325000000
42,"Limuru Area, Limuru",500.0, 1900000
44,"Nyasa Road, Makadara, Makadara",23796.0, 440000000
47,"Kikuyu Town, Kikuyu",500.0, 5500000
50,"Muthaiga Area, Muthaiga",4047.0, 220000000
54,"Namanga Road, Kisaju, Kajiado Central",28329.0, 72000000
55,"Malindi Town, Malindi",500.0, 1200000
56,"Pan African Insurance Avenue, Runda, Westlands",2024.0, 50000000
62,"Thika Greens, Thika, Thika",1000.0, 5500000
66,"Kiratina, Ruiru, Ruiru",400.0, 1350000
68,"Membley , Ruiru, Ruiru",506.0, 7000000
71,"Kuwinda, Karen, Langata",2000.0, 28000000
73,"the rest of Naivasha, Naivasha",20235.0, 4600000
77,"Runda, Northern Bypass, Runda,, Runda, Westlands",4047.0, 160000000
78,"Thika, Thika",4047.0, 79999999
79,"Kia-Wamagira, Thogoto, Kikuyu Town, Kikuyu",1800.0, 17000000
84,"Juja, Kiambu Constituency",8094.0, 30000000
85,"Old Muthaiga, Muthaiga",6475.0, 170000000
86,"kiambu, riabai, Runda, Westlands",500.0, 5000000
90,"Kinoo, Kabete",500.0, 8000000
96,"Mombasa Road, Mombasa Road",1012.0, 20000000
97,"Thika Greens Estate, Thika Road, Thika Road",1012.0, 5000000
99,"Dagoretti Road, Karen, Langata",11332.0, 300000000
100,"Ruaka - Banana Rd, Ruaka, Kiambaa",420.0, 15000000
101,"Kilimani, Dagoretti North",3200.0, 300000000
104,"Havana, Runda, Westlands",2428.0, 55000000
109,"Thika Super Highway, Juja, Kiambu Constituency",1012.0, 18000000
111,"Kikuyu Town, Kikuyu",1000.0, 4500000
113,"Argwings Kodhek Road, Valley Arcade, Dagoretti North",4047.0, 330000000
114,"Kitengela, Kajiado North",500.0, 2400000
115,"Mazola , Garden, Kitengela, Kajiado North",400.0, 1900000
116,"Nyeri Road, Kileleshwa, Dagoretti North",4039.0, 285000000
123,"Ngong Road, Ngong Road",1.0, 500000000
124,"Ngong, Kajiado North",500.0, 2800000
125,"Mumwe, Runda, Runda, Westlands",2833.0, 45000000
127,"Off Kangundo Road, Koma Rock, Kangundo",404700.0, 250000000
129,"Galu Beach, Diani, Msambweni",464.0, 1050000
130,"Kantafu, Kantafu, Koma Rock, Kangundo",450.0, 600000
131,"Lavington, Dagoretti North",3035.0, 100000000
133,"Joska, Kangundo",450.0, 595000
134,"2, Konza, Mombasa Road, Mombasa Road",4047.0, 335000000
136,"Ongata Rongai, Kajiado North",500.0, 1000000
137,"Kagundo Road, Kasarani",506.0, 499000
139,"Runda, Westlands",4856.0, 125000000
140,"Kantafu, Koma Rock, Kangundo",450.0, 525000
142,"Vipingo Beach, Marijani Vipingo Beach, vipingo, Kilifi North",750.0, 3550000
144,"Nyali, Nyali Area, Nyali",1011.0, 24000000
145,"Kiambu Road, Cianda, Kiambaa",2023500.0, 12000000
146,"Runda, Westlands",2023.0, 50000000
147,"Gikambura, Kikuyu",450.0, 700000
148,"Kiserian, Kajiado North",460.0, 559000
150,"Nanyuki, Laikipia East",450.0, 350000
151,"Westlands Road, Westlands Area, Westlands",2024.0, 350000000
152,"Kinoo, Kabete",1000.0, 28500000
161,"Karen, Langata",2024.0, 32000000
163,"Muthaiga North, North Muthaiga, Muthaiga",2023.0, 52000000
164,"Ruiru, Ruiru, Ruiru",10118.0, 125000000
165,"Kiambu Road, Kiambu Road",2023.0, 95000000
166,"Namanga Road, Kitengela, Kajiado North",80940.0, 360000000
167,"Mayungu road, Malindi Town, Malindi",1012.0, 2200000
168,"Ngong, Kajiado North",2023.0, 32000000
171,"Nanyuki, Laikipia East",500.0, 950000
174,"Kikuyu Town, Kikuyu",4047.0, 60000000
175,"Eastleigh, Kamukunji Constituency",28328.0, 900000000
176,"shanzu, serena, Mombasa CBD, Mombasa CBD",4046.0, 38000000
180,"Muchatha, Ruaka, Kiambaa",1012.0, 15000000
182,"Juja, Kiambu Constituency",202350.0, 3750000
183,"Kilimani, Dagoretti North",2428.0, 250000000
185,"Kangundo Rd, Joska, Kangundo",450.0, 1800000
189,"Thindigua Highway Street, Kiambu Road, Kiambu Road",4500.0, 42000000
190,"Musa Gitau, Gikambura, Kikuyu",1250.0, 6500000
192,"Athi River Area, Athi River",34683.0, 20000000
194,"Kikuyu Town, Kikuyu",500.0, 1900000
195,"Kikuyu Town, Kikuyu",500.0, 7800000
196,"Joska, Kangundo",464.0, 450000
198,"Kikuyu Town, Kikuyu",500.0, 2500000
199,"Kikuyu Town, Kikuyu",500.0, 5000000
202,"Mugutha, Ruiru, Ruiru",506.0, 6000000
204,"JUJA FARM, JUJA FARM, Juja, Kiambu Constituency",5000.0, 399000
205,"Konza Gates, konza Gates, Machakos Town, Machakos Town",5000.0, 600000
211,"Thogoto-Mutarakwa Road, Lusengetti, Gikambura, Kikuyu",500.0, 2350000
213,"Kitengela, Oltoroto, Kitengela, Kajiado North",40000.0, 25000000
216,"Oloitokitok, the rest of Kajiado South, Kajiado South",40470.0, 20000000
217,"the rest of Kisauni, the rest of Kisauni",1300.0, 3000000
218,"Kilimani, Dagoretti North",5261.0, 349999999
219,"Mushroom, Kiambu Road, Kiambu Road",2024.0, 27000000
220,"Ngong Road, Kilimani, Dagoretti North",17402.0, 1600000000
221,"Kikuyu Town, Kikuyu",4000.0, 55000000
222,"Windsor, Kiambu Constituency",40000.0, 15000000
224,"Ngong Road, Kilimani, Dagoretti North",4695.0, 404000000
226,"Utawala, Embakasi",100.0, 12000000
227,"Donyo Sabuk Avenue, General Mathenge, Westlands",1821.0, 145000000
228,"Katani Road, St Timothy Link Road, Syokimau, Athi River",900.0, 8500000
230,"Tuala, Ongata Rongai, Kajiado North",5000.0, 1200000
233,"Kirichwa, Kilimani, Dagoretti North",4047.0, 450000000
234,"Amboseli, Kimana, the rest of Kajiado South, Kajiado South",4047.0, 2000000
235,"Mnarani, Kilifi North",4856.0, 27000000
236,"Limuru Girls, Tigoni, Limuru",20235.0, 104000000
238,"Ruiru, Ruiru",250.0, 750000
239,"Nakuru Town East, Nakuru Town East",8903.0, 300000000
240,"Ruiru, Ruiru",10117.0, 35000000
242,"Nakuru Ngata, Nakuru Ngata, Ngata, Rongai",50100.0, 1600000
245,"Langata Area, Langata",2023.0, 90000000
247,"Koitobos Road, Karen, Langata",2025.0, 35000000
248,"Ruiru, Ruiru",250.0, 1000000
250,"Kisumu West, Kisumu West",1012.0, 3000000
252,"the rest of Naivasha, Naivasha",20235.0, 4600000
253,"Off Langata Road, Karen, Langata",5018.0, 45000000
255,"Landless Area, , Thika, Thika",800.0, 2500000
257,"Uthiru/Ruthimitu, Dagoretti South",4047.0, 45000000
258,"Ongata rongai, Rimpa, Ongata Rongai, Kajiado North",150.0, 3000000
259,"Kiambu Road, Kiambu Road",50000.0, 350000000
260,"Juja, Kiambu Constituency",465.0, 15000000
265,"Mwiki, Kasarani",142.0, 7500000
266,"Pipeline Rd, Pipeline, Embakasi",8094.0, 4950000
268,"Diani Beach Road, Diani, Msambweni",263055.0, 3250000000
270,"Kamulu, Kangundo",465.0, 900000
271,"Coffee Garden Drive, Muthaiga Area, Muthaiga",2024.0, 50000000
272,"Embakasi Estate, Embakasi",6475.0, 80000000
274,"Mastermind Tobacco, Syokimau, Athi River",20235.0, 225000000
275,"Kikuyu Town, Kikuyu",1000.0, 5000000
276,"4km from Isinya town., Isinya, Kajiado North",4045.0, 600000
277,"Gikambura, Kikuyu",1000.0, 6500000
278,"Ruiru, Ruiru, Ruiru",1768539.0, 3700000000
280,"Riat hills, west of Kisumu County, Riat Hills, Kisumu Central",500.0, 800000
282,"Gikambura, Kikuyu",500.0, 2600000
284,"Muteero Close, Karen, Langata",2005.0, 27000000
285,"Membley, Ruiru, Ruiru",506.0, 8000000
288,"Kilimani, Dagoretti North",1133.0, 85000000
289,"Kiambu Road, Kiambu Road",20235.0, 1
292,"Nyari, Westlands",2024.0, 47000000
293,"Kitengela, Kajiado North",1012.0, 4800000
296,"Makutano, Mwea, Mwea",4047.0, 250000
300,"Kitengela, Kajiado North",506.0, 950000
304,"Kikuyu Town, Kikuyu",500.0, 6000000
307,"Funzi Island , the rest of Kwale, the rest of Kwale",56658.0, 2000000
309,"jemi, Homes, Kitengela, Kajiado North",450.0, 1300000
314,"Ngong, Kajiado North",500.0, 2000000
315,"Mombasa, Road, Mombasa Road, Mombasa Road",5000.0, 175000000
316,"Karen, Langata",17888.0, 309400000
317,"Musa Gitau, Gikambura, Kikuyu",600.0, 3500000
318,"Malindi Town, Malindi",4047.0, 3500000
319,"Malindi Town, Malindi",506.0, 500000
320,"Ololua Road, Karen, Langata",4047.0, 42000000
323,"Jogoo Road, Jogoo Road",1.0, 98000000
326,"Lavington, Dagoretti North",3238.0, 150000000
327,"Lavington, Dagoretti North",3035.0, 225000000
328,"Ongata Rongai, Kajiado North",5000.0, 1200000
330,"Riat Hills, Kisumu Central",400.0, 9000000
336,"Kikuyu Town, Kikuyu",500.0, 2400000
337,"Parklands, Westlands",1012.0, 90000000
342,"Ongata Rongai, Kajiado North",500.0, 4000000
343,"Off Kaptagat Road, Loresho, Westlands",2023.0, 37500000
344,"Kutch Road, Mlolongo, Athi River",20235.0, 300000000
348,"Kilimani, Dagoretti North",4000.0, 350000000
349,"Kikuyu Town, Kikuyu",1000.0, 4500000
351,"Nanyuki, Laikipia East",465.0, 350000
354,"Parklands, Westlands",1619.0, 145000000
356,"Makueni, makueni",29744.0, 367000000
357,"Nanyuki, Laikipia East",450.0, 350000
358,"Riu-Nderi, Gikambura, Kikuyu",500.0, 1950000
360,"Juja, Kiambu Constituency",506.0, 2200000
362,"Kamakis Eastern Bypass, Ruiru, Ruiru",16188.0, 120000000
364,"Mavoko, Mavoko",20235.0, 60000000
365,"Kikuyu Town, Kikuyu",500.0, 4500000
366,"Ngong, Kajiado North",10000000.0, 6000000
367,"Kahawa, Roysambu",506.0, 6000000
368,"Ruiru, Murera, Ruiru, Ruiru",30.0, 900000
369,"Vipingo Drive, vipingo, Kilifi North",4047.0, 15000000
370,"Kitisuru, Westlands",2023.0, 45000000
371,"Kikuyu Town, Kikuyu",500.0, 2300000
372,"Karen, Langata",2023.0, 35000000
375,"Joska, Kangundo",450.0, 995000
377,"Kericho, kericho",2024.0, 45000000
378,"Juja, Kiambu Constituency",506.0, 15000000
379,"Joska, Kangundo Area, Kangundo",448.0, 1050000
381,"Kahawa Sukari Estate, Kahawa Sukari, Roysambu",1012.0, 6800000
383,"Juja, Farm, Juja, Kiambu Constituency",330.0, 600000
384,"Mai Mahiu, Naivasha",4047.0, 550000
385,"Kitengela, Kajiado North",1821.0, 1400000
386,"Ngong, Kajiado North",1000.0, 9000000
